c_SigleDuCours,c_TitreDuCours,c_TypeDuCours,c_NombreDeCrédits,c_ChargeHebdomadaire,c_DépartementResponsable
"COM 3030","La communication interculturelle: une introduction","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"POL 1010","Introductioon aux relations internationales","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"ADM 3012","Gestion de la diversité culturelle","Cours avec examen",4,"9 heures par semaine","Sciences humaines et sociales"
"ECO 2015","Économie internationale","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"ENV 4012","Environnement international","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"INT 1010","Introduction au développement international","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"INT 2020","Théories internationales et mondialisation","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"POL 4000","Politique étrangère des États-Unis","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"ANG 4017","International Business English","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"ANG 4020","Advanced Written and Oral Productions","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"ESP 4010","Redacción especializada en español","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"ESP 4012","Sociolingüística del mundo hispánico","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"TRA 4040","Traduction de l'espagnol au français: aspects culturels et linguistiques","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 1015","Intrduction à la psichométrie","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 1110","Intrduction à l'histoire de la psychologie","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 1200","Développement de l'enfant","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 1300","Introduction à la psychologie de la personnalité","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 1323","Motivation et émotions","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 1400","Introductionà la psychologie de la santé","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 1405","Psychologie et promotion de la santé","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 3005","Psychologie sociale","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 4001","Introductionà la psychologie cognitive","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"STA 1001","Méthodes quantitatives en sciences humaines","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"ECO 2011","Économie du Québec","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"GEO 2005","Géographie du Québec","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"HIS 1060","Introduction à l'histoire du Québec","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"HIS 2002","Histoire culturelle du comique au Québec","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"LIN 2001","Langue française: histoire générale et spécifique québécoise","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"LIT 4006","Conteurs et nouvelistes québécois :  de Fred Pellerin à Louis Fréchette ","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"POL 3000","Québec : état et société","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"GEO 2001","Introduction à la géographie humaine","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"GEO 2005","Géographie du Québec","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"GEO 2002","Introduction à la géographie du tourisme","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"GEO 2003","Introduction à la géographie urbaine","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"GEO 2004","Espaces francophones minoritaires du Canada","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"GEO 2006","Espace social","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"GEO 2007","États, territoires et sociétés","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 1200","Développement de l'enfant","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 1210","Psychologie d l'adolescence","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 1220","Psychologie de la vie adulte","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"SHS 2502","Récit et projet de formation","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 1323","Motivation et émotions","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 3005","Psychologie sociale","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 1400","Introductionà la psychologie de la santé","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 3010","Psychologie du travail et des organisations","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"INT 1010","Introduction au développement international","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"POL 1010","Introductioon aux relations internationales","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"ADM 2024","Relations Nord-Sud","Information manquante",3,"9 heures par semaine","Sciences humaines et sociales"
"ADM 3007","Initiatives de développement local et d'économie sociale","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"ECO 2021","Économie responsable","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"ENV 4012","Environnement international","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"INT 2010","Migrations internationales","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"INT 2030","Coopération internationale, gouvernance et développement démocratique","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"ADM 3012","Gestion de la diversité culturelle","Cours avec examen",4,"9 heures par semaine","Sciences humaines et sociales"
"ADM 4015","Modèles internationaux de gestion des ressources humaines","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"COM 3030","La communication interculturelle: une introduction","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"ECO 2015","Économie internationale","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"ENV 3026","Économie et gestion du développement durable","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"COM 3000","Droits et enjeux de la communication","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"GEO 2001","Introduction à la géographie humaine","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"GEO 2007","États, territoires et sociétés","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"INT 2020","Théories internationales et mondialisation","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"LIT 4007","Roman et mondialisation","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"POL 4000","Politique étrangère des États-Unis","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"POL 4600","Dynamiques de pouvoirs au Moyen-Orient","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"ECO 2011","Économie du Québec","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"HIS 1060","Introduction à l'histoire du Québec","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"EDU 1010","Organisation de l'éducation au Québec","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"GEO 2005","Géographie du Québec","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"HIS 1071","La société québécoise de la crise à l'après-guerre (1920-1960)","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"HIS 1072","La société québécoise de la Révolution tranquile (1960-1980)","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"HIS 4000","Nouvelle France : origines d'un peuple","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"POL 3000","Québec : état et société","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"HIS 1075","Histoire des sciences au Québec","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"HIS 2002","Histoire culturelle du comique au Québec","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"LIN 2001","Langue française: histoire générale et spécifique québécoise","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"LIT 4006","Conteurs et nouvelistes québécois :  de Fred Pellerin à Louis Fréchette ","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 1013","Méthodes de recherche en psychologie","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 3500","Activité d'intégration","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 1110","Intrduction à l'histoire de la psychologie","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 1300","Introduction à la psychologie de la personnalité","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 4001","Introductionà la psychologie cognitive","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 1200","Développement de l'enfant","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 1210","Psychologie d l'adolescence","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 1220","Psychologie de la vie adulte","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 1310","Approches de la psychopathologie","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 1320","Les psychothérapies","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 1400","Introductionà la psychologie de la santé","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 1405","Psychologie et promotion de la santé","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 1323","Motivation et émotions","Cours sans examen",3,"9 heures par semaine","Sciences humaines et sociales"
"PSY 3005","Psychologie sociale","Cours avec examen",3,"9 heures par semaine","Sciences humaines et sociales"
