Sigle du cours,Titre du cours,Description du cours,Type de cours,Nombre de crédits,Charge hebdomadaire,Cycle d'études,Cours préalable,Département responsable, Profil de formation du programme ,Numéro du programme
PSY 4001,Introductionà la psychologie cognitive,La reconnaissance de formes. L'attention. La mémoire de travail à court terme. La mémoire à long terme. Les codes de mémoires. Les images visuelles. La catégorisation. L'organisation sémantique. ,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Introduction à la psychologie,259
STA 1001,Méthodes quantitatives en sciences humaines,"S'initier aux diverses méthodes quantitatives en sciences humaines, aux concepts fondamentaux de la statistique, à la synthèse numérique des données, aux tests d'hypothèses, aux analyses descriptives et inférentielles. ",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Introduction à la psychologie,259
ECO 2011,Économie du Québec,"Aperçu de l'histoire économique du Québec. Développement, croissance et cycles économiques. Structure économique du Québec et de ses régions.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Études québécoises,683
GEO 2005,Géographie du Québec,Le cours propose une analyse générale de la géographie à partir des composantes physiques et humaines sous différentes échelles et sous différents angles d'approche des grands ensembles et régions.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Études québécoises,683
HIS 1060,Introduction à l'histoire du Québec,"Comprendre les facteurs économiques, sociaux, politiques et idéologiques qui ont provoqué les grandes transformations de la société québécoise, de la découverte du Nouveau Monde jusqu'au référendum de 1995.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Études québécoises,683
HIS 2002,Histoire culturelle du comique au Québec,Fonder et documenter une connaissance des principales manifestations comiques qui ont marqué les arts et la culture du Québec.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Études québécoises,683
LIN 2001,Langue française: histoire générale et spécifique québécoise,Origines et naissance de la langue française : principaux événements ayant contribué à son développement. Grandes périodes de l'histoire du français : caractéristiques et changements associés à chacune.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Études québécoises,683
LIT 4006,Conteurs et nouvelistes québécois :  de Fred Pellerin à Louis Fréchette ,Situer les renouveaux contemporains du conte québécois et de la nouvelle québécoise dans une perspective évolutive et comparative. S'initier à la théorie littéraire en insistant sur la spécificité des formes brèves. ,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Études québécoises,683
POL 3000,Québec : état et société,Une attitude critique par rapport aux débats identitaires contemporains qui préoccupent les Québécois. Analyser les dynamiques de pouvoirs entre la majorité francophone et les minorités anglophones et autochtones. ,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Études québécoises,683
GEO 2001,Introduction à la géographie humaine,"La réflexion sur les milieux, l'environnement et les risques est complétée par l'étude de l'aménagement et des acteurs. À l'échelle mondiale, plus de la moitié de l'humanité vit déjà en milieu urbain. ",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Géographie humaine,755
GEO 2005,Géographie du Québec,Le cours propose une analyse générale de la géographie à partir des composantes physiques et humaines sous différentes échelles et sous différents angles d'approche des grands ensembles et régions.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Géographie humaine,755
GEO 2002,Introduction à la géographie du tourisme,"L'analyse spatiale, afin de saisir la complexité des phénomènes touristiques et leur ampleur, découvrir les logiques spatiales qui interviennent dans le développement du tourisme et apprendre à en cerner les effets.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Géographie humaine,755
GEO 2003,Introduction à la géographie urbaine,"Les différentes théories sous-jacentes à la distribution spatiale des ensembles entiers et mixtes qui composent la trame urbaine (résidences, commerces, industries) et qui se traduisent en activité économique. ",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Géographie humaine,755
GEO 2004,Espaces francophones minoritaires du Canada,Prendre connaissance dans le détail de la situation observée des minorités francophones au Canada et des modalités d'affirmation de leurs différences.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Géographie humaine,755
GEO 2006,Espace social,Des textes d'appoint pertinents et des vidéos en ligne sont proposés à l'étude. Les étudiants sont ainsi amenés à introduire et inclure dans leur bagage les multiples strates de connaissances géographiques.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Géographie humaine,755
GEO 2007,"États, territoires et sociétés","Par des outils géographiques, sociologiques et politiques, ce cours met en lumière les zones de tensions, les conflits et les défis régionaux, nationaux, internationaux et transnationaux courants. ",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Géographie humaine,755
PSY 1200,Développement de l'enfant,"Fournir un aperçu global de la psychologie du développement qui se fonde principalement sur les connaissances acquises sur le développement de l'enfant, de la période prénatale au début de l'adolescence.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Psychologie du développement,228
PSY 1210,Psychologie d l'adolescence,Les thèmes suivants seront abordés dans le cours : des visions de l'adolescence; les transformations physiques; les théories du développement cognitif; le développement cérébral et neuropsychologique; la sexualité etc.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Psychologie du développement,228
PSY 1220,Psychologie de la vie adulte,"Historique et définition de la notion d'adulte dans le contexte actuel. Examen des notions d'âge, d'étape, de crise et de transition à travers les grandes théories du développement psychologique de l'adulte.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Psychologie du développement,228
SHS 2502,Récit et projet de formation,"Produire un bilan de son parcours de formation : acquis théoriques, savoirs d'expérience et analyse de contenu. Connaître l'approche du récit de formation et en expérimenter l'application. Élaborer un projet de formation. ",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Psychologie du développement,228
PSY 1323,Motivation et émotions,"Introduction à la science de la motivation, ce qui provoque le comportement et sa cause, son objet, sa problématique, ses voies d'expression, ainsi que les principaux cadres théoriques de ce champ d'études. ",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Psychologie sociale,199
PSY 3005,Psychologie sociale,"Introduction à la psychologie sociale contemporaine : définition, historique et influences théoriques.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Psychologie sociale,199
PSY 1400,Introductionà la psychologie de la santé,"Une introduction à la science de la motivation, ce qui provoque le comportement et sa cause, son objet, sa problématique, ses voies d'expression, ainsi que les principaux cadres théoriques de ce champ d'études. ",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Psychologie sociale,199
PSY 3010,Psychologie du travail et des organisations,Favoriser l'analyse et la compréhension des individus en milieu organisationnel. Être conscientisé à l'importance de la dimension psychologique à l'intérieur de la dynamique organisationnelle.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Psychologie sociale,199
INT 1010,Introduction au développement international,"Étudier les principaux fondements, pratiques et acteurs du développement international, ainsi que les thèmes qui y sont abordés en priorité, particulièrement l'envergure de la pauvreté dans le monde.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Études internationales,4076
POL 1010,Introductioon aux relations internationales,S'initier au champ d'études que constituent les relations internationales. Comprendre le fonctionnement et les enjeux de la politique mondiale et saisir la configuration des différents acteurs nationaux et transnationaux.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Études internationales,4076
ADM 2024,Relations Nord-Sud,Information manquante,Information manquante,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Études internationales,4076
ADM 3007,Initiatives de développement local et d'économie sociale,"Se familiariser avec les concepts, les méthodes, les axes d'intervention et les pratiques du développement local ainsi que sa gestion.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Études internationales,4076
ECO 2021,Économie responsable,"Ce cours s'articule autour de quatre éléments clés de l'économie responsable : la justice sociale, la consommation écoresponsable, l'investissement écoresponsable, les politiques publiques écoresponsables.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Études internationales,4076
ENV 4012,Environnement international,Le cours a pour but de sensibiliser les différents acteurs sociaux pour les amener à jouer un rôle plus actif et plus critique par rapport aux questions environnementales et au développement mondial.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Études internationales,4076
