c_SigleDuCours,c_TitreDuCours,c_TypeDuCours,c_NombreDeCrédits,c_NuméroDuProgramme,c_ProfilDeFormationDuprogramme
"ESP 4010","Redacción especializada en español","Cours sans examen",3,6632,"Langue et linguistique"
"LIN 4033","Terminologie fondamentale","Cours avec examen",3,6632,"Langue et linguistique"
"TRA 4011","Iniciación a la traducción profesional: francés-español","Cours avec examen",3,6632,"Langue et linguistique"
"TRA 4035","Reducción de textos","Cours sans examen",3,6632,"Langue et linguistique"
"TRA 4040","Traduction de l'espagnol au français: aspects culturels et linguistiques","Cours avec examen",3,6632,"Langue et linguistique"
"FRA 3005","Rédaction fondamentale","Cours avec examen",3,6632,"Langue et linguistique"
"FRA 3006","Rédaction administrative","Cours sans examen",3,6632,"Langue et linguistique"
"FRA 3008","Écriture en communication","Cours sans examen",3,6632,"Langue et linguistique"
"LIN 2003","Nouvelles pratiques du français","Cours sans examen",3,6632,"Langue et linguistique"
"PHI 2015","Pensée critique et argumentation","Cours sans examen",3,6632,"Langue et linguistique"
"PHI 1010","L'organisation de la pensée","Cours avec examen",3,4372,"Études pluridisciplinaires"
"PHI 2015","Pensée critique et argumentation","Cours sans examen",3,4372,"Études pluridisciplinaires"
"ADM 1400","Théories de l'organisation","Cours sans examen",3,7695,Arts
"COM 2000","Histoire des communications","Cours avec examen",3,7695,Arts
"ENV 1101","Introduction à la gestion des ressources naturelles","Cours avec examen",3,7695,Arts
"FRA 3008","Écriture en communication","Cours sans examen",3,7695,Arts
"PHI 2011","Épistémologie des sciences et des techniques","Cours avec examen",3,7695,Arts
"PHI 2015","Pensée critique et argumentation","Cours sans examen",3,7695,Arts
"PSY 3010","Psychologie du travail et des organisations","Cours avec examen",3,7695,Arts
"SHS 2100","Société et sociétés","Cours avec examen",3,7695,Arts
"SOC 1012","Méthodologie de la recherche sociale 1","Cours sans examen",3,7695,Arts
"SOC 1014","Méthodologie de la recherche sociale 2","Cours avec examen",3,7695,Arts
"ACA 6400","Partage de sens et dialogue - UQAR","Information manquante",3,571,"Sens et projet de vie"
"ACA 6300","Histoire de vie et construction de sens","Cours sans examen",3,571,"Sens et projet de vie"
"ACA 6500","Trajectoires personnelles et sociales - UQAR","Information manquante",3,571,"Sens et projet de vie"
"ACA 6620","Sens et projet : définition et anticipation","Cours sans examen",3,571,"Sens et projet de vie"
"ACA 6640","Sens et projet : planification et mise en œuvre","Cours sans examen",3,571,"Sens et projet de vie"
"SCI 1013","Introduction aux méthodes de recherche scientifique","Cours sans examen",3,4401,"Science et technologie"
"SCI 1018","Statistiques avec R","Cours avec examen",3,4401,"Science et technologie"
"SCI 1031","Visualisation et analyse de données spatiales avec R","Cours avec examen",3,4401,"Science et technologie"
"SCI 1230","Travail scientifique et technologies de l'information","Cours sans examen",3,4401,"Science et technologie"
"ADM 3028","Len enjeux éthiques, légaux et sociétaux des TI","Cours avec examen",3,4401,"Science et technologie"
"HIS 1075","Histoire des sciences au Québec","Cours avec examen",3,4401,"Science et technologie"
"SCI 1021","Sciences, techniques et civilisations: de l'Antiquité à la Rennaissance","Cours sans examen",3,4401,"Science et technologie"
"ENV 1101","Introduction à la gestion des ressources naturelles","Cours avec examen",3,4401,"Science et technologie"
"ENV 2010","Gestion des ressources: faune et habitat","Cours avec examen",3,4401,"Science et technologie"
"ENV 3111","Gestion environnementale des ressources forestières","Cours avec examen",3,4401,"Science et technologie"
"ENV 3114","Agroforesterie et développement durable","Cours avec examen",3,4401,"Science et technologie"
"GEO 1001","Introduction à la géographie physique","Cours avec examen",3,4401,"Science et technologie"
"ENV 3013",Écotoxicologie,"Cours avec examen",3,4401,"Science et technologie"
"ENV 3017","Santé et environnement","Cours sans examen",3,4401,"Science et technologie"
"ENV 4014","Technologies d'assainissement et prévention de la pollution","Cours avec examen",3,4401,"Science et technologie"
"ENV 1110","Changements climatiques","Cours sans examen",3,4401,"Science et technologie"
"ENV 3026","Économie et gestion du développement durable","Cours sans examen",3,4401,"Science et technologie"
"ENV 4016","Améganement du territoire et environnement","Cours avec examen",3,4401,"Science et technologie"
"INF 1250","Introduction aux bases de données","Cours avec examen",3,4401,"Science et technologie"
"INF 1425","Algorithmique et structures de données","Cours avec examen",3,4401,"Science et technologie"
"SCI 1016","Introduction à la science des données","Cours avec examen",3,4401,"Science et technologie"
"INF 1220","Introduction à la programmation","Cours avec examen",3,4401,"Science et technologie"
"INF 2005","Programmation orientée objet avec C++","Cours avec examen",3,4401,"Science et technologie"
"INF 1165","Réseaux et sécurité informatique","Cours avec examen",3,4401,"Science et technologie"
"INF 6400","Gestion de connaissances et informatique","Cours avec examen",3,4401,"Science et technologie"
"INF 6450","Gestion de l'information avec XML","Cours avec examen",3,4401,"Science et technologie"
"COM 3030","La communication interculturelle: une introduction","Cours avec examen",3,675,"Études internationales et interculturelles"
"POL 1010","Introductioon aux relations internationales","Cours sans examen",3,675,"Études internationales et interculturelles"
"ECO 2015","Économie internationale","Cours avec examen",3,675,"Études internationales et interculturelles"
"ENV 4012","Environnement international","Cours sans examen",3,675,"Études internationales et interculturelles"
"INT 1010","Introduction au développement international","Cours avec examen",3,675,"Études internationales et interculturelles"
"INT 2020","Théories internationales et mondialisation","Cours avec examen",3,675,"Études internationales et interculturelles"
"POL 4000","Politique étrangère des États-Unis","Cours avec examen",3,675,"Études internationales et interculturelles"
"ANG 4017","International Business English","Cours avec examen",3,675,"Études internationales et interculturelles"
"ANG 4020","Advanced Written and Oral Productions","Cours sans examen",3,675,"Études internationales et interculturelles"
"ESP 4010","Redacción especializada en español","Cours sans examen",3,675,"Études internationales et interculturelles"
"ESP 4012","Sociolingüística del mundo hispánico","Cours sans examen",3,675,"Études internationales et interculturelles"
"TRA 4040","Traduction de l'espagnol au français: aspects culturels et linguistiques","Cours avec examen",3,675,"Études internationales et interculturelles"
"PSY 1015","Intrduction à la psichométrie","Cours avec examen",3,259,"Introduction à la psychologie"
"PSY 1110","Intrduction à l'histoire de la psychologie","Cours avec examen",3,259,"Introduction à la psychologie"
"PSY 1200","Développement de l'enfant","Cours avec examen",3,259,"Introduction à la psychologie"
"PSY 1300","Introduction à la psychologie de la personnalité","Cours sans examen",3,259,"Introduction à la psychologie"
"PSY 1323","Motivation et émotions","Cours sans examen",3,259,"Introduction à la psychologie"
"PSY 1400","Introductionà la psychologie de la santé","Cours sans examen",3,259,"Introduction à la psychologie"
"PSY 1405","Psychologie et promotion de la santé","Cours sans examen",3,259,"Introduction à la psychologie"
"PSY 3005","Psychologie sociale","Cours avec examen",3,259,"Introduction à la psychologie"
"PSY 4001","Introductionà la psychologie cognitive","Cours sans examen",3,259,"Introduction à la psychologie"
"STA 1001","Méthodes quantitatives en sciences humaines","Cours avec examen",3,259,"Introduction à la psychologie"
"ECO 2011","Économie du Québec","Cours avec examen",3,683,"Études québécoises"
"GEO 2005","Géographie du Québec","Cours sans examen",3,683,"Études québécoises"
"HIS 1060","Introduction à l'histoire du Québec","Cours avec examen",3,683,"Études québécoises"
"HIS 2002","Histoire culturelle du comique au Québec","Cours avec examen",3,683,"Études québécoises"
"LIN 2001","Langue française: histoire générale et spécifique québécoise","Cours sans examen",3,683,"Études québécoises"
"LIT 4006","Conteurs et nouvelistes québécois :  de Fred Pellerin à Louis Fréchette ","Cours sans examen",3,683,"Études québécoises"
"POL 3000","Québec : état et société","Cours avec examen",3,683,"Études québécoises"
"GEO 2001","Introduction à la géographie humaine","Cours sans examen",3,755,"Géographie humaine"
"GEO 2005","Géographie du Québec","Cours sans examen",3,755,"Géographie humaine"
"GEO 2002","Introduction à la géographie du tourisme","Cours sans examen",3,755,"Géographie humaine"
"GEO 2003","Introduction à la géographie urbaine","Cours sans examen",3,755,"Géographie humaine"
"GEO 2004","Espaces francophones minoritaires du Canada","Cours sans examen",3,755,"Géographie humaine"
"GEO 2006","Espace social","Cours sans examen",3,755,"Géographie humaine"
"GEO 2007","États, territoires et sociétés","Cours sans examen",3,755,"Géographie humaine"
"PSY 1200","Développement de l'enfant","Cours avec examen",3,228,"Psychologie du développement"
"PSY 1210","Psychologie d l'adolescence","Cours avec examen",3,228,"Psychologie du développement"
"PSY 1220","Psychologie de la vie adulte","Cours sans examen",3,228,"Psychologie du développement"
"SHS 2502","Récit et projet de formation","Cours sans examen",3,228,"Psychologie du développement"
"PSY 1323","Motivation et émotions","Cours sans examen",3,199,"Psychologie sociale"
"PSY 3005","Psychologie sociale","Cours avec examen",3,199,"Psychologie sociale"
"PSY 1400","Introductionà la psychologie de la santé","Cours sans examen",3,199,"Psychologie sociale"
"PSY 3010","Psychologie du travail et des organisations","Cours avec examen",3,199,"Psychologie sociale"
"INT 1010","Introduction au développement international","Cours avec examen",3,4076,"Études internationales"
"POL 1010","Introductioon aux relations internationales","Cours sans examen",3,4076,"Études internationales"
"ADM 2024","Relations Nord-Sud","Information manquante",3,4076,"Études internationales"
"ADM 3007","Initiatives de développement local et d'économie sociale","Cours avec examen",3,4076,"Études internationales"
"ECO 2021","Économie responsable","Cours avec examen",3,4076,"Études internationales"
"ENV 4012","Environnement international","Cours sans examen",3,4076,"Études internationales"
"INT 2010","Migrations internationales","Cours avec examen",3,4076,"Études internationales"
"INT 2030","Coopération internationale, gouvernance et développement démocratique","Cours avec examen",3,4076,"Études internationales"
"ADM 4015","Modèles internationaux de gestion des ressources humaines","Cours avec examen",3,4076,"Études internationales"
"COM 3030","La communication interculturelle: une introduction","Cours avec examen",3,4076,"Études internationales"
"ECO 2015","Économie internationale","Cours avec examen",3,4076,"Études internationales"
"ENV 3026","Économie et gestion du développement durable","Cours sans examen",3,4076,"Études internationales"
"COM 3000","Droits et enjeux de la communication","Cours avec examen",3,4076,"Études internationales"
"GEO 2001","Introduction à la géographie humaine","Cours sans examen",3,4076,"Études internationales"
"GEO 2007","États, territoires et sociétés","Cours sans examen",3,4076,"Études internationales"
"INT 2020","Théories internationales et mondialisation","Cours avec examen",3,4076,"Études internationales"
"LIT 4007","Roman et mondialisation","Cours sans examen",3,4076,"Études internationales"
"POL 4000","Politique étrangère des États-Unis","Cours avec examen",3,4076,"Études internationales"
"POL 4600","Dynamiques de pouvoirs au Moyen-Orient","Cours avec examen",3,4076,"Études internationales"
"ECO 2011","Économie du Québec","Cours avec examen",3,5683,"Études québécoises"
"HIS 1060","Introduction à l'histoire du Québec","Cours avec examen",3,5683,"Études québécoises"
